,Model,Scenario,Region,Variable,Unit,Year,Value
778,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Hydro,EJ/yr,2100,1.312386503
779,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Hydro,EJ/yr,2100,5.380850231
786,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2020,15.80198983
787,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2020,6.044438068
788,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2020,0.6882028052
789,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2020,2.826614759
790,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2020,0.9736896268
791,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2020,5.269044576000001
792,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2030,19.78928813
793,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2030,9.480071479
794,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2030,0.8676654044
795,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2030,3.091866146
796,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2030,1.075559105
797,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2030,5.274125999
798,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2040,24.0401879
799,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2040,10.95696594
800,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2040,1.011487801
801,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2040,5.449481229
802,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2040,1.21323122
803,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2040,5.409021711
804,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2050,27.59040906
805,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2050,11.98456926
806,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2050,2.209604588
807,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2050,6.167331614
808,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2050,1.33012693
809,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2050,5.898776671
810,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2060,29.57218249
811,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2060,12.10221343
812,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2060,2.80109894
813,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2060,6.717073823
814,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2060,1.885504359
815,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2060,6.066291935
816,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2070,33.36404864
817,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2070,12.14195381
818,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2070,3.102589787
819,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2070,7.111008461
820,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2070,4.7901818689999995
821,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2070,6.218314713
822,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2080,36.36942826
823,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2080,12.15993155
824,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2080,3.221810985
825,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2080,7.380044653
826,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2080,7.010819385
827,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2080,6.596821681000001
828,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2090,37.48679484
829,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2090,12.16781655
830,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2090,3.290568183
831,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2090,7.557614887000001
832,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2090,7.744016131
833,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2090,6.7267790839999995
834,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2100,37.92363332
835,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Hydro,EJ/yr,2100,12.17128597
836,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Hydro,EJ/yr,2100,3.3290469839999997
837,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Hydro,EJ/yr,2100,7.672420467
838,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Hydro,EJ/yr,2100,7.962903732999999
839,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Hydro,EJ/yr,2100,6.787976165
846,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2020,15.80198983
847,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2020,6.044438068
848,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2020,0.6882028052
849,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2020,2.826614759
850,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2020,0.9736896268
851,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2020,5.269044576000001
852,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2030,24.37689943
853,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2030,9.709176682
854,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2030,1.703820696
855,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2030,4.589069925
856,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2030,2.864448508
857,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2030,5.510383619
858,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2040,28.90926206
859,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2040,10.95696597
860,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2040,2.006239072
861,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2040,5.449481168999999
862,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2040,4.583392788
863,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2040,5.91318306
864,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2050,31.88717504
865,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2050,11.98456929
866,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2050,2.58627997
867,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2050,6.1673315539999995
868,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2050,5.051160229
869,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2050,6.097834001
870,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2060,34.29878537
871,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2060,12.10221346
872,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2060,2.801098912
873,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2060,6.717073762999999
874,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2060,6.317462011
875,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2060,6.360937217999999
876,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2070,35.83765304
877,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2070,12.14195384
878,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2070,3.10258976
879,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2070,7.111008401
880,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2070,6.952046805
881,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2070,6.530054235
882,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2080,36.85010905
883,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2080,12.15993158
884,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2080,3.2218109580000003
885,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2080,7.380044592999999
886,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2080,7.418523416
887,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2080,6.6697985
888,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2090,37.50388904
889,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2090,12.16781658
890,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2090,3.2905681560000004
891,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2090,7.557614826
892,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2090,7.744016116
893,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2090,6.743873362
894,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Hydro,EJ/yr,2100,37.9407274
895,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Hydro,EJ/yr,2100,12.17128594
896,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Hydro,EJ/yr,2100,3.329046957
897,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Hydro,EJ/yr,2100,7.672420407000001
898,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Hydro,EJ/yr,2100,7.962903673
899,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Hydro,EJ/yr,2100,6.80507042
906,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2020,10.67804479
907,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2020,2.532496404
908,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2020,0.03958048409
909,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2020,0.1001962705
910,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2020,0.38343574469999997
911,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2020,7.6223358910000005
912,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2030,11.2583643
913,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2030,2.2408516869999997
914,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2030,0.0
915,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2030,0.05397801336
916,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2030,0.8817731689
917,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2030,8.081761427
918,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2040,8.931411292
919,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2040,2.045562864
920,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2040,0.0
921,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2040,0.030434974769999998
922,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2040,0.22800257559999998
923,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2040,6.627410877999999
924,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2050,4.168003777
925,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2050,1.8381094619999998
926,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2050,0.0
927,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2050,0.0
928,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2050,0.2127467675
929,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2050,2.117147548
930,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2060,2.393243186
931,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2060,1.65619035
932,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2060,0.0
933,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2060,0.0
934,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2060,0.16839206710000001
935,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2060,0.5686607695
936,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2070,2.933642119
937,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2070,2.027422122
938,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2070,0.0
939,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2070,0.0
940,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2070,0.1671371736
941,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2070,0.739082824
942,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2080,5.608931715
943,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2080,3.164701643
944,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2080,0.0
945,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2080,0.0
946,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2080,0.1670883468
947,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2080,2.277141726
948,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2090,9.287283525
949,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2090,4.788897381
950,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2090,0.3108942053
951,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2090,0.0
952,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2090,0.6450984698
953,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2090,3.542393469
954,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2100,18.42006993
955,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Nuclear,EJ/yr,2100,8.912643159
956,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Nuclear,EJ/yr,2100,0.9677740992
957,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Nuclear,EJ/yr,2100,0.0
958,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Nuclear,EJ/yr,2100,1.460035891
959,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Nuclear,EJ/yr,2100,7.079616782
966,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2020,10.67804479
967,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2020,2.532496404
968,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2020,0.03958048409
969,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2020,0.1001962705
970,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2020,0.38343574469999997
971,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2020,7.6223358910000005
972,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2030,15.76280349
973,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2030,5.200596681
974,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2030,0.315432731
975,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2030,0.052608738839999995
976,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2030,0.8349543295
977,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2030,9.35921101
978,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2040,23.33397269
979,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2040,10.99948295
980,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2040,1.233504386
981,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2040,0.02944239858
982,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2040,0.443113374
983,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2040,10.62842958
984,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2050,35.88439915
985,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2050,20.99733538
986,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2050,2.996074433
987,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2050,0.0
988,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2050,0.9383041619
989,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2050,10.95268518
990,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2060,60.25143961
991,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2060,34.6135428
992,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2060,6.497587741
993,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2060,0.0
994,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2060,1.645358439
995,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2060,17.49495063
996,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2070,88.79819920000001
997,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2070,52.53401551
998,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2070,13.28408243
999,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2070,0.0
1000,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2070,1.57874645
1001,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2070,21.40135481
1002,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2080,105.2589321
1003,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2080,60.04111374
1004,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2080,20.19647101
1005,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2080,0.0
1006,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2080,1.4842882990000001
1007,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2080,23.53705901
1008,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2090,123.5546898
1009,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2090,70.98926953
1010,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2090,27.29822137
1011,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2090,0.0
1012,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2090,1.533032485
1013,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2090,23.73416637
1014,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2100,126.12420790000002
1015,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Nuclear,EJ/yr,2100,75.18020897
1016,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Nuclear,EJ/yr,2100,28.57570022
1017,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Nuclear,EJ/yr,2100,0.0
1018,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Nuclear,EJ/yr,2100,1.3792175619999998
1019,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Nuclear,EJ/yr,2100,20.9890812
1026,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Nuclear,EJ/yr,2020,10.67804479
1027,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Nuclear,EJ/yr,2020,2.532496404
1028,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Nuclear,EJ/yr,2020,0.03958048409
1029,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Nuclear,EJ/yr,2020,0.1001962705
1030,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Nuclear,EJ/yr,2020,0.38343574469999997
1031,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Nuclear,EJ/yr,2020,7.6223358910000005
1032,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Nuclear,EJ/yr,2030,19.68743681
1033,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Nuclear,EJ/yr,2030,7.194703378
1034,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Nuclear,EJ/yr,2030,0.7263057088
1035,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Nuclear,EJ/yr,2030,0.33300801739999997
